"story, tale",el cuento,(nm) no.1357 Top1500,307
"sign, mark",el signo,(nm) no.1359 Top1500,308
"port, harbor",el puerto,(nm) no.1364 Top1500,309
"cure, solution",el remedio,(nm) no.1379 Top1500,310
territory,el territorio,(nm) no.1382 Top1500,311
roof,el techo,(nm) no.1386 Top1500,312
"jump, hop, skip",el salto,(nm) no.1391 Top1500,313
bread,el pan,(nm) no.1392 Top1500,314
general,el general,(nm) no.1400 Top1500,315
"personnel, staff, staffing",el personal,(nm) no.1404 Top1500,316
Indian,el indio,(nm) no.1411 Top1500,317
cat,el gato,(nm) no.1412 Top1500,318
processing,"el tratamiento, el trato",(nm) no.1418 Top1500,319
treatment,"el tratamiento, el trato",(nm) no.1418 Top1500,320
"spectacle, show",el espectáculo,(nm) no.1420 Top1500,321
May,el mayo,(nm) no.1422 Top1500,322
"regime, diet",el régimen,(nm) no.1426 Top1500,323
period (time),el período,(nm) no.1440 Top1500,324
"vehicle, car",el vehículo,(nm) no.1446 Top1500,325
January,el enero,(nm) no.1449 Top1500,326
chapter,el capítulo,(nm) no.1450 Top1500,327
"failure, collapse",el fracaso,(nm) no.1451 Top1500,328
expert,el experto,(nm) no.1452 Top1500,329
organization,el organismo,(nm) no.1458 Top1500,330
body (organism),el organismo,(nm) no.1458 Top1500,331
department,el departamento,(nm) no.1462 Top1500,332
apartment,el departamento,(nm) no.1462 Top1500,333
"moment, while",el rato,(nm) no.1478 Top1500,334
balance,el equilibrio,(nm) no.1487 Top1500,335
"fruit, (inc result)",el fruto,(nm) no.1490 Top1500,336
excess,el exceso,(nm) no.1495 Top1500,337
defect,el defecto,(nm) no.1497 Top1500,338
"sort, genre",el género,(nm) no.1501 Top2000,339
gender,el género,(nm) no.1501 Top2000,339
forest,el bosque,(nm) no.1506 Top2000,340
landscape,el paisaje,(nm) no.1508 Top2000,341
"call, calling",el llamado,(nm) no.1510 Top2000,342
"government secretary, minister",el ministro,(nm/f) no.1519 Top2000,343
momentum,el impulso,(nm) no.1520 Top2000,344
impetus/boost,el impulso,(nm) no.1520 Top2000,345
"commerce, trade",el comercio,(nm) no.1522 Top2000,346
"emptiness, void",el vacío,(nm) no.1538 Top2000,347
"procedure, proceedings",el procedimiento,(nm) no.1544 Top2000,348
"sphere, scope",el ámbito,(nm) no.1547 Top2000,349
report,el informe,(nm) no.1548 Top2000,350
beak,el pico,(nm) no.1553 Top2000,351
peak,el pico,(nm) no.1553 Top2000,352
return,"el regreso, el retorno",(nm) no.1557 Top2000,353
July,el julio,(nm) no.1559 Top2000,354
organ,el órgano,(nm) no.1563 Top2000,355
advance,el avance,(nm) no.1565 Top2000,356
progress,el adelanto,(nm) no.1565 Top2000,357
soldier,el soldado,(nm/f) no.1568 Top2000,358
climate,el clima,(nm) no.1576 Top2000,359
automobile,el automóvil,(nm) no.1578 Top2000,360
evil,el mal,(nm) no.1580 Top2000,361
"duty, obligation",el deber,(nm) no.1588 Top2000,362
progress,el progreso,(nm) no.1591 Top2000,363
habit,el hábito,(nm) no.1596 Top2000,364
mechanism,el mecanismo,(nm) no.1599 Top2000,365
luxury,el lujo,(nm) no.1614 Top2000,366
vicinity,el alrededor,(nm) no.1617 Top2000,367
witness,el testigo,(nm) no.1618 Top2000,368
"power, control",el dominio,(nm) no.1619 Top2000,369
discovery,el descubrimiento,(nm) no.1622 Top2000,370
"hall, room",el salón,(nm) no.1637 Top2000,371
stage (theatre),el escenario,(nm) no.1638 Top2000,372
"setting, scene (of a crime)",el escenario,(nm) no.1638 Top2000,373
length,el largo,(nm) no.1640 Top2000,374
hotel,el hotel,(nm) no.1643 Top2000,375
"employer, landlord, patron saint",el patrón,(nm) no.1648 Top2000,376
"chest, breast",el pecho,(nm) no.1649 Top2000,377
civil servant,el funcionario,(nm) no.1653 Top2000,378
"transportation, transport",el transporte,(nm) no.1657 Top2000,379
valley,el valle,(nm) no.1663 Top2000,380
flight,el vuelo,(nm) no.1665 Top2000,381
sex,el sexo,(nm) no.1667 Top2000,382
"cry, shout, scream",el grito,(nm) no.1671 Top2000,383
reflection (reflected image),el reflejo,(nm) no.1675 Top2000,384
lawyer,el abogado,(nm/f) no.1680 Top2000,385
"clock, watch",el reloj,(nm) no.1685 Top2000,386
October,el octubre,(nm) no.1688 Top2000,387
entrance/admission fee,el ingreso,(nm) no.1690 Top2000,388
income,el ingreso,(nm) no.1690 Top2000,389
"drawing, sketch",el dibujo,(nm) no.1692 Top2000,390
bone,el hueso,(nm) no.1695 Top2000,391
"soldier, military person",el militar,(nm) no.1697 Top2000,392
"engine, motor",el motor,(nm) no.1698 Top2000,393
"courtyard, playground, yard",el patio,(nm) no.1700 Top2000,394
ideal,el ideal,(nm) no.1702 Top2000,395
goal,el ideal,(nm) no.1702 Top2000,395
actor,el actor,(nm) no.1705 Top2000,396
"suit, dress, costume",el traje,(nm) no.1710 Top2000,397
"worker, laborer","el trabajador, el obrero",(nm/f) no.1714 Top2000,398
iron,el hierro,(nm) no.1716 Top2000,399
February,el febrero,(nm) no.1722 Top2000,400
symbol,el símbolo,(nm) no.1723 Top2000,401
mirror,el espejo,(nm) no.1730 Top2000,402
brain,el cerebro,(nm) no.1734 Top2000,403
"throw, shot",el tiro,(nm) no.1737 Top2000,404
grandfather,el abuelo,(nm) no.1740 Top2000,405
individual,"el sujeto, el individuo, el particular",(nm) no.1748 Top2000,406
"permission, permit",el permiso,(nm) no.1753 Top2000,407
"uncle, guy",el tío,(nm) no.1755 Top2000,408
park,el parque,(nm) no.1760 Top2000,409
engineer,el ingeniero,(nm/f) no.1761 Top2000,410
enthusiasm,el entusiasmo,(nm) no.1765 Top2000,411
salary,el sueldo,(nm) no.1770 Top2000,412
"breast, bosom",el seno,(nm) no.1776 Top2000,413
"cavity, gulf",el seno,(nm) no.1776 Top2000,414
"singing, chant",el canto,(nm) no.1778 Top2000,415
"crime, murder",el crimen,(nm) no.1783 Top2000,416
citizen,el ciudadano,(nm) no.1787 Top2000,417
"bathroom, bath",el baño,(nm) no.1789 Top2000,418
swim,el baño,(nm) no.1789 Top2000,419
"recognition, acknowledgment",el reconocimiento,(nm) no.1794 Top2000,420
exterior,el exterior,(nm) no.1795 Top2000,421
outside,el exterior,(nm) no.1795 Top2000,422
"credit, reputation",el crédito,(nm) no.1799 Top2000,423
"channel, canal",el canal,(nm) no.1804 Top2000,424
payment,el pago,(nm) no.1807 Top2000,425
"reader, lecturer",el lector,(nm) no.1810 Top2000,426
"triumph, victory",el triunfo,(nm) no.1813 Top2000,427
Saturday,el sábado,(nm) no.1816 Top2000,428
bird,"el pájar, el ave",(nm) no.1824 Top2000,429
continent,el continente,(nm) no.1831 Top2000,430
essay,el ensayo,(nm) no.1835 Top2000,431
rehearsal,el ensayo,(nm) no.1835 Top2000,432
"plate, dish",el plato,(nm) no.1836 Top2000,433
garden,el jardín,(nm) no.1837 Top2000,434
privilege,el privilegio,(nm) no.1843 Top2000,435
mountain,el monte,(nm) no.1844 Top2000,436
sacrifice,el sacrificio,(nm) no.1848 Top2000,437
"thread, yarn, wire",el hilo,(nm) no.1851 Top2000,438
poem,el poema,(nm) no.1855 Top2000,439
tooth,el diente,(nm) no.1859 Top2000,440
cog,el diente,(nm) no.1859 Top2000,440
cousin,el primo,(nm) no.1860 Top2000,441
"punishment, penalty",el castigo,(nm) no.1867 Top2000,442
"car, cart",el carro,(nm) no.1871 Top2000,443
rise (increase),el aumento,(nm) no.1873 Top2000,444
dollar,el dólar,(nm) no.1878 Top2000,445
locale,el locale,(nm) no.1880 Top2000,446
"gentleman, knight",el caballero,(nm) no.1885 Top2000,447
mood/temperament,el humor,(nm) no.1889 Top2000,448
humor,el humor,(nm) no.1889 Top2000,449
"calculation, calculus",el cálculo,(nm) no.1897 Top2000,450
egg,el huevo,(nm) no.1900 Top2000,451
growth (increase),el crecimiento,(nm) no.1902 Top2000,452
prestige,el prestigio,(nm) no.1908 Top2000,453
neck,el cuello,(nm) no.1920 Top2000,454
collar,el cuello,(nm) no.1920 Top2000,454
April,el abril,(nm) no.1922 Top2000,455
"factor, influence",el factor,(nm) no.1925 Top2000,456
cause,"el factor, el origen, el motivo",(nm) no.1925 Top2000,456
shoulder,el hombro,(nm) no.1927 Top2000,457
"rest, interval, break",el descanso,(nm) no.1930 Top2000,458
shoe,el zapato,(nm) no.1932 Top2000,459
"opinion, view",el parecer,(nm) no.1933 Top2000,460
relative,el familiar,(nm) no.1934 Top2000,461
merit,el mérito,(nm) no.1935 Top2000,462
"outer wall, rampart",el muro,(nm) no.1942 Top2000,463
"lot of, heap, pile",el montón,(nm) no.1946 Top2000,464
"disc, disk, record",el disco,(nm) no.1948 Top2000,465
piece of furniture,el mueble,(nm) no.1952 Top2000,466
disaster,el desastre,(nm) no.1953 Top2000,467
secret,el secreto,(nm) no.1954 Top2000,468
meaning,el significado,(nm) no.1966 Top2000,469
palace,el palacio,(nm) no.1968 Top2000,470
"hearing, ear",el oído,(nm) no.1969 Top2000,471
"dust, powder",el polvo,(nm) no.1971 Top2000,472
priest,el sacerdote,(nm) no.1974 Top2000,473
"smell, odor, fragrance",el olor,(nm) no.1986 Top2000,474
backwards,el revés,(nm) no.1993 Top2000,475
upside down,el revés,(nm) no.1993 Top2000,475
inside out,el revés,(nm) no.1993 Top2000,475
"index, forefinger",el índice,(nm) no.2000 Top2000,476
