I turn,"เลี้ยว<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>turned</td>
<td>turn</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>turned</td>
<td>turns</td>
<td>
</td>
<td>turned</td>
<td>turning</td>
</tr>
<tr>
<td>you/we/they</td>
<td>turned</td>
<td>turn</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.11 Top0100",(reg. v) no.11 Top0100
I follow,"ทำตาม<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>followed</td>
<td>follow</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>followed</td>
<td>follows</td>
<td>
</td>
<td>followed</td>
<td>following</td>
</tr>
<tr>
<td>you/we/they</td>
<td>followed</td>
<td>follow</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.12 Top0100",(reg. v) no.12 Top0100
I like,"เช่น<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>likeed</td>
<td>like</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>likeed</td>
<td>likes</td>
<td>
</td>
<td>likeed</td>
<td>likeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>likeed</td>
<td>like</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.13 Top0100",(reg. v) no.13 Top0100
I help,"ช่วย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>helped</td>
<td>help</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>helped</td>
<td>helps</td>
<td>
</td>
<td>helped</td>
<td>helping</td>
</tr>
<tr>
<td>you/we/they</td>
<td>helped</td>
<td>help</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.14 Top0100",(reg. v) no.14 Top0100
I start,"เริ่มต้นที่<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>started</td>
<td>start</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>started</td>
<td>starts</td>
<td>
</td>
<td>started</td>
<td>starting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>started</td>
<td>start</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.15 Top0100",(reg. v) no.15 Top0100
I move,"ย้าย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>moveed</td>
<td>move</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>moveed</td>
<td>moves</td>
<td>
</td>
<td>moveed</td>
<td>moveing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>moveed</td>
<td>move</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.16 Top0100",(reg. v) no.16 Top0100
I play,"เล่น<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>played</td>
<td>play</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>played</td>
<td>plays</td>
<td>
</td>
<td>played</td>
<td>playing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>played</td>
<td>play</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.17 Top0100",(reg. v) no.17 Top0100
I include,"ประกอบด้วย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>includeed</td>
<td>include</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>includeed</td>
<td>includes</td>
<td>
</td>
<td>includeed</td>
<td>includeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>includeed</td>
<td>include</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.18 Top0100",(reg. v) no.18 Top0100
I believe,"เชื่อ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>believeed</td>
<td>believe</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>believeed</td>
<td>believes</td>
<td>
</td>
<td>believeed</td>
<td>believeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>believeed</td>
<td>believe</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.19 Top0100",(reg. v) no.19 Top0100
I allow,"อนุญาตให้<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>allowed</td>
<td>allow</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>allowed</td>
<td>allows</td>
<td>
</td>
<td>allowed</td>
<td>allowing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>allowed</td>
<td>allow</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.20 Top0100",(reg. v) no.20 Top0100
I live,"มีชีวิต<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>liveed</td>
<td>live</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>liveed</td>
<td>lives</td>
<td>
</td>
<td>liveed</td>
<td>liveing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>liveed</td>
<td>live</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.21 Top0100",(reg. v) no.21 Top0100
I happen,"เกิดขึ้น<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>happened</td>
<td>happen</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>happened</td>
<td>happens</td>
<td>
</td>
<td>happened</td>
<td>happening</td>
</tr>
<tr>
<td>you/we/they</td>
<td>happened</td>
<td>happen</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.22 Top0100",(reg. v) no.22 Top0100
I carry,"พกพา<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>carryed</td>
<td>carry</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>carryed</td>
<td>carrys</td>
<td>
</td>
<td>carryed</td>
<td>carrying</td>
</tr>
<tr>
<td>you/we/they</td>
<td>carryed</td>
<td>carry</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.23 Top0100",(reg. v) no.23 Top0100
I talk,"พูดคุย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>talked</td>
<td>talk</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>talked</td>
<td>talks</td>
<td>
</td>
<td>talked</td>
<td>talking</td>
</tr>
<tr>
<td>you/we/they</td>
<td>talked</td>
<td>talk</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.24 Top0100",(reg. v) no.24 Top0100
I appear,"ปรากฏ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>appeared</td>
<td>appear</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>appeared</td>
<td>appears</td>
<td>
</td>
<td>appeared</td>
<td>appearing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>appeared</td>
<td>appear</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.25 Top0100",(reg. v) no.25 Top0100
I produce,"ผลิต<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>produceed</td>
<td>produce</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>produceed</td>
<td>produces</td>
<td>
</td>
<td>produceed</td>
<td>produceing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>produceed</td>
<td>produce</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.26 Top0100",(reg. v) no.26 Top0100
I offer,"เสนอ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>offered</td>
<td>offer</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>offered</td>
<td>offers</td>
<td>
</td>
<td>offered</td>
<td>offering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>offered</td>
<td>offer</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.27 Top0100",(reg. v) no.27 Top0100
I consider,"พิจารณา<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>considered</td>
<td>consider</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>considered</td>
<td>considers</td>
<td>
</td>
<td>considered</td>
<td>considering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>considered</td>
<td>consider</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.28 Top0100",(reg. v) no.28 Top0100
I expect,"คาดหวังว่า<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>expected</td>
<td>expect</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>expected</td>
<td>expects</td>
<td>
</td>
<td>expected</td>
<td>expecting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>expected</td>
<td>expect</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.29 Top0100",(reg. v) no.29 Top0100
I suggest,"ขอแนะนำให้<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>suggested</td>
<td>suggest</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>suggested</td>
<td>suggests</td>
<td>
</td>
<td>suggested</td>
<td>suggesting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>suggested</td>
<td>suggest</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.30 Top0100",(reg. v) no.30 Top0100
I require,"ต้องการ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>requireed</td>
<td>require</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>requireed</td>
<td>requires</td>
<td>
</td>
<td>requireed</td>
<td>requireing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>requireed</td>
<td>require</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.31 Top0100",(reg. v) no.31 Top0100
I continue,"ดำเนินการต่อไป<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>continueed</td>
<td>continue</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>continueed</td>
<td>continues</td>
<td>
</td>
<td>continueed</td>
<td>continueing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>continueed</td>
<td>continue</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.32 Top0100",(reg. v) no.32 Top0100
I add,"เพิ่ม<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>added</td>
<td>add</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>added</td>
<td>adds</td>
<td>
</td>
<td>added</td>
<td>adding</td>
</tr>
<tr>
<td>you/we/they</td>
<td>added</td>
<td>add</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.33 Top0100",(reg. v) no.33 Top0100
I change,"การเปลี่ยนแปลง<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>changeed</td>
<td>change</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>changeed</td>
<td>changes</td>
<td>
</td>
<td>changeed</td>
<td>changeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>changeed</td>
<td>change</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.34 Top0100",(reg. v) no.34 Top0100
I remain,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>remained</td>
<td>remain</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>remained</td>
<td>remains</td>
<td>
</td>
<td>remained</td>
<td>remaining</td>
</tr>
<tr>
<td>you/we/they</td>
<td>remained</td>
<td>remain</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.35 Top0100",(reg. v) no.35 Top0100
I remember,"จำได้ว่า<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>remembered</td>
<td>remember</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>remembered</td>
<td>remembers</td>
<td>
</td>
<td>remembered</td>
<td>remembering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>remembered</td>
<td>remember</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.36 Top0100",(reg. v) no.36 Top0100
I stop,"หยุด<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>stoped</td>
<td>stop</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>stoped</td>
<td>stops</td>
<td>
</td>
<td>stoped</td>
<td>stoping</td>
</tr>
<tr>
<td>you/we/they</td>
<td>stoped</td>
<td>stop</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.37 Top0100",(reg. v) no.37 Top0100
I receive,"ได้รับ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>receiveed</td>
<td>receive</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>receiveed</td>
<td>receives</td>
<td>
</td>
<td>receiveed</td>
<td>receiveing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>receiveed</td>
<td>receive</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.38 Top0100",(reg. v) no.38 Top0100
I decide,"ตัดสินใจ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>decideed</td>
<td>decide</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>decideed</td>
<td>decides</td>
<td>
</td>
<td>decideed</td>
<td>decideing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>decideed</td>
<td>decide</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.39 Top0100",(reg. v) no.39 Top0100
I describe,"อธิบาย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>describeed</td>
<td>describe</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>describeed</td>
<td>describes</td>
<td>
</td>
<td>describeed</td>
<td>describeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>describeed</td>
<td>describe</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.40 Top0100",(reg. v) no.40 Top0100
I develop,"การพัฒนา<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>developed</td>
<td>develop</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>developed</td>
<td>develops</td>
<td>
</td>
<td>developed</td>
<td>developing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>developed</td>
<td>develop</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.41 Top0100",(reg. v) no.41 Top0100
I agree,"ตกลง<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>agreeed</td>
<td>agree</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>agreeed</td>
<td>agrees</td>
<td>
</td>
<td>agreeed</td>
<td>agreeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>agreeed</td>
<td>agree</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.42 Top0100",(reg. v) no.42 Top0100
I open,"เปิด<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>opened</td>
<td>open</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>opened</td>
<td>opens</td>
<td>
</td>
<td>opened</td>
<td>opening</td>
</tr>
<tr>
<td>you/we/they</td>
<td>opened</td>
<td>open</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.43 Top0100",(reg. v) no.43 Top0100
I reach,"เข้าถึง<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>reached</td>
<td>reach</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>reached</td>
<td>reachs</td>
<td>
</td>
<td>reached</td>
<td>reaching</td>
</tr>
<tr>
<td>you/we/they</td>
<td>reached</td>
<td>reach</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.44 Top0100",(reg. v) no.44 Top0100
